"學年度","設立別","學程別","群科別","畢業生人數","農_林_漁_牧業人數","礦業及土石採取業人數","製造業人數","電力及燃氣供應業人數","用水供應及污染整治業人數","營建工程業人數","批發及零售業人數","運輸及倉儲業人數","住宿及餐飲業人數","出版影音及資通訊業人數","金融及保險業人數","不動產業人數","專業_科學及技術服務業人數","支援服務業人數","公共行政及國防_強制性社會安全人數","教育業人數","醫療保健及社會工作服務業人數","藝術_娛樂及休閒服務業人數","其他服務業人數","就業率","農_林_漁_牧業比率","礦業及土石採取業比率","製造業比率","電力及燃氣供應業比率","用水供應及污染整治業比率","營建工程業比率","批發及零售業比率","運輸及倉儲業比率","住宿及餐飲業比率","出版影音及資通訊業比率","金融及保險業比率","不動產業比率","專業_科學及技術服務業比率","支援服務業比率","公共行政及國防_強制性社會安全比率","教育業比率","醫療保健及社會工作服務業比率","藝術_娛樂及休閒服務業比率","其他服務業比率"
109,縣市立,綜合高中,土木與建築群,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,縣市立,綜合高中,商業與管理群,124,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,4.83870967741936,0,0,0,0,0,0,0,0,1.61290322580645,0,0,0,0,0.806451612903226,1.61290322580645,0,0,0.806451612903226,0
109,縣市立,綜合高中,外語群,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,縣市立,綜合高中,設計群,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.854700854700855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854700854700855
109,縣市立,綜合高中,農業群,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,縣市立,綜合高中,餐旅群,99,0,0,0,1,0,2,3,0,4,0,0,0,0,2,1,0,0,0,1,14.1414141414141,0,0,0,1.01010101010101,0,2.02020202020202,3.03030303030303,0,4.04040404040404,0,0,0,0,2.02020202020202,1.01010101010101,0,0,0,1.01010101010101
109,縣市立,綜合高中,藝術群,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,縣市立,綜合高中,綜合,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,66.6666666666667,0,0,0,0
109,縣市立,實用技能學程,機械群,106,0,0,10,0,0,0,1,0,3,0,0,0,4,0,1,0,0,1,1,19.811320754717,0,0,9.43396226415094,0,0,0,0.943396226415094,0,2.83018867924528,0,0,0,3.77358490566038,0,0.943396226415094,0,0,0.943396226415094,0.943396226415094
109,縣市立,實用技能學程,動力機械群,36,0,0,1,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,47.2222222222222,0,0,2.77777777777778,0,0,0,0,0,5.55555555555556,0,0,0,38.8888888888889,0,0,0,0,0,0
109,縣市立,實用技能學程,電機與電子群,91,0,0,12,0,0,3,1,0,3,0,0,0,6,4,0,0,0,0,0,31.8681318681319,0,0,13.1868131868132,0,0,3.2967032967033,1.0989010989011,0,3.2967032967033,0,0,0,6.59340659340659,4.3956043956044,0,0,0,0,0
109,縣市立,實用技能學程,土木與建築群,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,28.5714285714286,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0
109,縣市立,實用技能學程,商業與管理群,31,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,16.1290322580645,0,0,0,0,0,0,0,0,3.2258064516129,0,3.2258064516129,0,0,0,6.45161290322581,0,0,0,3.2258064516129
109,縣市立,實用技能學程,設計群,21,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,42.8571428571429,0,0,14.2857142857143,0,0,4.76190476190476,0,0,4.76190476190476,0,0,0,9.52380952380952,0,0,0,0,0,9.52380952380952
109,縣市立,實用技能學程,食品群,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,23.5294117647059,0,0,0,0,0,0,0,0,0,0
109,縣市立,實用技能學程,餐旅群,66,0,0,1,0,0,0,0,0,11,0,0,1,2,0,1,0,0,1,0,25.7575757575758,0,0,1.51515151515152,0,0,0,0,0,16.6666666666667,0,0,1.51515151515152,3.03030303030303,0,1.51515151515152,0,0,1.51515151515152,0
109,縣市立,進修部,學術群,292,3,0,32,0,0,12,9,6,19,0,3,2,3,9,3,1,3,10,28,48.972602739726,1.02739726027397,0,10.958904109589,0,0,4.10958904109589,3.08219178082192,2.05479452054795,6.50684931506849,0,1.02739726027397,0.684931506849315,1.02739726027397,3.08219178082192,1.02739726027397,0.342465753424658,1.02739726027397,3.42465753424658,9.58904109589041
109,縣市立,進修部,機械群,196,1,0,17,3,1,4,8,4,16,0,1,1,13,2,0,0,0,8,3,41.8367346938776,0.510204081632653,0,8.6734693877551,1.53061224489796,0.510204081632653,2.04081632653061,4.08163265306122,2.04081632653061,8.16326530612245,0,0.510204081632653,0.510204081632653,6.63265306122449,1.02040816326531,0,0,0,4.08163265306122,1.53061224489796
109,縣市立,進修部,動力機械群,131,1,0,5,0,0,4,3,1,6,0,0,0,16,2,0,0,1,5,1,34.3511450381679,0.763358778625954,0,3.81679389312977,0,0,3.05343511450382,2.29007633587786,0.763358778625954,4.58015267175572,0,0,0,12.2137404580153,1.52671755725191,0,0,0.763358778625954,3.81679389312977,0.763358778625954
109,縣市立,進修部,電機與電子群,203,1,0,7,4,0,5,9,2,10,0,0,0,7,2,1,0,0,8,2,28.5714285714286,0.492610837438424,0,3.44827586206897,1.97044334975369,0,2.46305418719212,4.43349753694581,0.985221674876847,4.92610837438424,0,0,0,3.44827586206897,0.985221674876847,0.492610837438424,0,0,3.94088669950739,0.985221674876847
109,縣市立,進修部,化工群,21,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,2,0,47.6190476190476,0,0,4.76190476190476,0,0,0,4.76190476190476,0,23.8095238095238,0,0,0,0,4.76190476190476,0,0,0,9.52380952380952,0
109,縣市立,進修部,土木與建築群,39,0,0,0,0,0,4,2,1,1,0,0,0,2,0,1,0,0,1,0,30.7692307692308,0,0,0,0,0,10.2564102564103,5.12820512820513,2.56410256410256,2.56410256410256,0,0,0,5.12820512820513,0,2.56410256410256,0,0,2.56410256410256,0
109,縣市立,進修部,商業與管理群,266,1,0,9,1,0,4,10,4,15,0,4,2,3,1,2,1,0,6,10,27.4436090225564,0.37593984962406,0,3.38345864661654,0.37593984962406,0,1.50375939849624,3.7593984962406,1.50375939849624,5.6390977443609,0,1.50375939849624,0.75187969924812,1.12781954887218,0.37593984962406,0.75187969924812,0.37593984962406,0,2.25563909774436,3.7593984962406
109,縣市立,進修部,外語群,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182
109,縣市立,進修部,設計群,54,0,0,0,1,0,0,2,1,3,0,0,0,1,1,0,0,0,5,3,31.4814814814815,0,0,0,1.85185185185185,0,0,3.7037037037037,1.85185185185185,5.55555555555556,0,0,0,1.85185185185185,1.85185185185185,0,0,0,9.25925925925926,5.55555555555556
109,縣市立,進修部,食品群,30,2,1,2,0,0,1,2,0,6,0,1,1,0,2,0,0,2,2,0,73.3333333333333,6.66666666666667,3.33333333333333,6.66666666666667,0,0,3.33333333333333,6.66666666666667,0,20,0,3.33333333333333,3.33333333333333,0,6.66666666666667,0,0,6.66666666666667,6.66666666666667,0
109,縣市立,進修部,家政群,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,縣市立,進修部,餐旅群,26,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,2,0,0,38.4615384615385,0,0,0,0,0,0,3.84615384615385,0,19.2307692307692,0,0,0,0,0,7.69230769230769,0,7.69230769230769,0,0
109,私立,普通科,學術群,22119,10,0,8,0,0,5,10,3,30,2,3,0,2,12,67,0,2,11,18,0.82734300827343,0.0452100004521,0,0.03616800036168,0,0,0.02260500022605,0.0452100004521,0.01356300013563,0.1356300013563,0.00904200009042,0.01356300013563,0,0.00904200009042,0.05425200054252,0.30290700302907,0,0.00904200009042,0.04973100049731,0.08137800081378
109,私立,專業群科,機械群,1312,4,2,105,1,2,57,14,3,16,0,0,0,10,10,41,0,0,0,5,20.5792682926829,0.304878048780488,0.152439024390244,8.00304878048781,0.076219512195122,0.152439024390244,4.34451219512195,1.06707317073171,0.228658536585366,1.21951219512195,0,0,0,0.76219512195122,0.76219512195122,3.125,0,0,0,0.38109756097561
109,私立,專業群科,動力機械群,3020,26,4,164,7,17,59,39,61,69,0,0,0,187,20,188,0,2,10,56,30.0993377483444,0.860927152317881,0.132450331125828,5.43046357615894,0.231788079470199,0.562913907284768,1.95364238410596,1.29139072847682,2.01986754966887,2.28476821192053,0,0,0,6.19205298013245,0.662251655629139,6.22516556291391,0,0.0662251655629139,0.33112582781457,1.85430463576159
109,私立,專業群科,電機與電子群,5356,14,1,141,18,1,44,31,27,52,8,0,1,68,29,78,0,2,18,52,10.9223300970874,0.261389096340553,0.0186706497386109,2.63256161314414,0.336071695294996,0.0186706497386109,0.82150858849888,0.578790141896938,0.504107542942494,0.970873786407767,0.149365197908887,0,0.0186706497386109,1.26960418222554,0.541448842419716,1.45631067961165,0,0.0373412994772218,0.336071695294996,0.970873786407767
109,私立,專業群科,土木與建築群,102,0,0,0,1,0,4,0,0,2,0,0,0,2,0,0,0,0,0,2,10.7843137254902,0,0,0,0.980392156862745,0,3.92156862745098,0,0,1.96078431372549,0,0,0,1.96078431372549,0,0,0,0,0,1.96078431372549
109,私立,專業群科,商業與管理群,5425,53,0,36,7,1,15,51,13,90,23,7,0,7,26,92,1,3,9,54,8.99539170506912,0.976958525345622,0,0.663594470046083,0.129032258064516,0.0184331797235023,0.276497695852535,0.940092165898618,0.23963133640553,1.65898617511521,0.423963133640553,0.129032258064516,0,0.129032258064516,0.47926267281106,1.69585253456221,0.0184331797235023,0.0552995391705069,0.165898617511521,0.995391705069124
109,私立,專業群科,外語群,3737,2,0,13,0,0,5,10,4,28,1,0,0,1,7,26,1,0,8,20,3.37168852020337,0.0535188654000535,0,0.347872625100348,0,0,0.133797163500134,0.267594327000268,0.107037730800107,0.749264115600749,0.0267594327000268,0,0,0.0267594327000268,0.187316028900187,0.695745250200696,0.0267594327000268,0,0.214075461600214,0.535188654000535
109,私立,專業群科,設計群,4090,6,3,16,1,1,22,20,4,58,5,0,0,13,16,31,1,2,31,21,6.13691931540342,0.146699266503667,0.0733496332518337,0.39119804400978,0.0244498777506112,0.0244498777506112,0.537897310513447,0.488997555012225,0.097799511002445,1.41809290953545,0.122249388753056,0,0,0.317848410757946,0.39119804400978,0.757946210268949,0.0244498777506112,0.0488997555012225,0.757946210268949,0.513447432762836
109,私立,專業群科,農業群,60,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,11.6666666666667,5,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,1.66666666666667,1.66666666666667,0
109,私立,專業群科,食品群,103,2,0,3,0,0,2,1,1,10,0,0,0,0,0,1,0,0,5,4,28.1553398058252,1.94174757281553,0,2.9126213592233,0,0,1.94174757281553,0.970873786407767,0.970873786407767,9.70873786407767,0,0,0,0,0,0.970873786407767,0,0,4.85436893203883,3.88349514563107
109,私立,專業群科,家政群,3947,4,0,44,1,1,2,37,6,125,5,1,1,207,66,39,17,37,93,241,23.4861920445908,0.101342791993919,0,1.11477071193311,0.0253356979984799,0.0253356979984799,0.0506713959969597,0.937420825943755,0.152014187990879,3.16696224980998,0.126678489992399,0.0253356979984799,0.0253356979984799,5.24448948568533,1.67215606789967,0.988092221940714,0.430706865974158,0.937420825943755,2.35621991385863,6.10590321763365
109,私立,專業群科,餐旅群,10698,37,6,188,34,2,55,142,68,1210,18,1,1,39,57,258,0,9,51,161,21.845204711161,0.345859039072724,0.0560852495793606,1.7573378201533,0.317816414283044,0.0186950831931202,0.514114787810806,1.32735090671154,0.635632828566087,11.3105253318377,0.168255748738082,0.0093475415965601,0.0093475415965601,0.364554122265844,0.532809871003926,2.41166573191251,0,0.0841278743690409,0.476724621424565,1.50495419704618
109,私立,專業群科,海事群,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,專業群科,藝術群,2245,4,1,8,0,0,9,15,8,60,2,0,0,7,4,26,1,0,34,31,9.35412026726058,0.178173719376392,0.044543429844098,0.356347438752784,0,0,0.400890868596882,0.66815144766147,0.356347438752784,2.67260579064588,0.089086859688196,0,0,0.311804008908686,0.178173719376392,1.15812917594655,0.044543429844098,0,1.51447661469933,1.38084632516704
109,私立,專業群科,綜合,320,4,0,6,2,0,4,13,5,41,0,0,0,9,22,0,0,2,0,38,45.625,1.25,0,1.875,0.625,0,1.25,4.0625,1.5625,12.8125,0,0,0,2.8125,6.875,0,0,0.625,0,11.875
109,私立,綜合高中,學術群,904,0,0,1,0,0,0,1,2,9,1,0,2,0,1,0,0,0,6,4,2.98672566371681,0,0,0.110619469026549,0,0,0,0.110619469026549,0.221238938053097,0.995575221238938,0.110619469026549,0,0.221238938053097,0,0.110619469026549,0,0,0,0.663716814159292,0.442477876106195
109,私立,綜合高中,電機與電子群,222,1,0,1,4,2,2,0,0,4,0,0,0,1,1,28,0,0,2,2,21.6216216216216,0.45045045045045,0,0.45045045045045,1.8018018018018,0.900900900900901,0.900900900900901,0,0,1.8018018018018,0,0,0,0.45045045045045,0.45045045045045,12.6126126126126,0,0,0.900900900900901,0.900900900900901
109,私立,綜合高中,化工群,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,私立,綜合高中,商業與管理群,382,2,0,1,0,0,2,2,1,6,0,0,0,0,0,17,0,0,3,11,11.7801047120419,0.523560209424084,0,0.261780104712042,0,0,0.523560209424084,0.523560209424084,0.261780104712042,1.57068062827225,0,0,0,0,0,4.45026178010471,0,0,0.785340314136126,2.87958115183246
109,私立,綜合高中,外語群,270,0,0,0,0,0,0,0,0,2,1,0,0,1,3,7,0,1,0,1,5.92592592592593,0,0,0,0,0,0,0,0,0.740740740740741,0.37037037037037,0,0,0.37037037037037,1.11111111111111,2.59259259259259,0,0.37037037037037,0,0.37037037037037
109,私立,綜合高中,設計群,99,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,9.09090909090909,0,0,0,0,0,1.01010101010101,0,0,2.02020202020202,0,0,0,0,0,2.02020202020202,0,0,0,4.04040404040404
109,私立,綜合高中,家政群,171,2,0,0,0,0,0,0,0,5,0,0,0,0,2,2,1,0,1,7,11.6959064327485,1.16959064327485,0,0,0,0,0,0,0,2.92397660818713,0,0,0,0,1.16959064327485,1.16959064327485,0.584795321637427,0,0.584795321637427,4.09356725146199
109,私立,綜合高中,餐旅群,421,0,0,2,0,0,0,5,3,17,1,0,0,2,2,23,0,0,4,1,14.2517814726841,0,0,0.475059382422803,0,0,0,1.18764845605701,0.712589073634204,4.03800475059382,0.237529691211401,0,0,0.475059382422803,0.475059382422803,5.46318289786223,0,0,0.950118764845606,0.237529691211401
109,私立,綜合高中,綜合,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,35,0,0,0,0,0,0,0,0,10,0,0,0,0,0,25,0,0,0,0
109,私立,實用技能學程,機械群,79,0,0,26,0,0,1,4,0,3,0,0,0,0,0,3,0,0,0,1,48.1012658227848,0,0,32.9113924050633,0,0,1.26582278481013,5.06329113924051,0,3.79746835443038,0,0,0,0,0,3.79746835443038,0,0,0,1.26582278481013
109,私立,實用技能學程,動力機械群,926,29,2,85,4,4,41,19,30,34,1,0,0,119,19,28,0,1,2,21,47.4082073434125,3.1317494600432,0.215982721382289,9.1792656587473,0.431965442764579,0.431965442764579,4.42764578833693,2.05183585313175,3.23974082073434,3.67170626349892,0.107991360691145,0,0,12.8509719222462,2.05183585313175,3.02375809935205,0,0.107991360691145,0.215982721382289,2.26781857451404
109,私立,實用技能學程,電機與電子群,628,9,0,30,20,2,46,11,4,15,0,0,0,45,2,13,0,1,10,16,35.6687898089172,1.43312101910828,0,4.77707006369427,3.18471337579618,0.318471337579618,7.32484076433121,1.7515923566879,0.636942675159236,2.38853503184713,0,0,0,7.1656050955414,0.318471337579618,2.07006369426752,0,0.159235668789809,1.59235668789809,2.54777070063694
109,私立,實用技能學程,商業與管理群,383,0,0,9,2,0,6,15,1,15,1,0,1,0,0,2,0,1,2,8,16.4490861618799,0,0,2.34986945169713,0.522193211488251,0,1.56657963446475,3.91644908616188,0.261096605744125,3.91644908616188,0.261096605744125,0,0.261096605744125,0,0,0.522193211488251,0,0.261096605744125,0.522193211488251,2.088772845953
109,私立,實用技能學程,農業群,68,0,0,2,0,0,1,0,1,5,0,0,0,0,0,0,0,2,0,7,26.4705882352941,0,0,2.94117647058824,0,0,1.47058823529412,0,1.47058823529412,7.35294117647059,0,0,0,0,0,0,0,2.94117647058824,0,10.2941176470588
109,私立,實用技能學程,食品群,236,0,2,4,1,0,0,3,2,42,0,0,0,1,5,9,0,1,0,5,31.7796610169492,0,0.847457627118644,1.69491525423729,0.423728813559322,0,0,1.27118644067797,0.847457627118644,17.7966101694915,0,0,0,0.423728813559322,2.11864406779661,3.8135593220339,0,0.423728813559322,0,2.11864406779661
109,私立,實用技能學程,餐旅群,2474,19,3,97,9,0,36,71,38,508,4,1,2,21,16,80,1,4,17,65,40.0970088924818,0.767987065481002,0.121261115602264,3.92077607113985,0.363783346806791,0,1.45513338722716,2.8698464025869,1.535974130962,20.53354890865,0.161681487469685,0.0404203718674212,0.0808407437348424,0.848827809215845,0.646725949878739,3.23362974939369,0.0404203718674212,0.161681487469685,0.68714632174616,2.62732417138238
109,私立,實用技能學程,藝術群,110,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,4,3,14.5454545454545,0,0,0,0,0,0,0.909090909090909,0,6.36363636363636,0,0,0,0.909090909090909,0,0,0,0,3.63636363636364,2.72727272727273
109,私立,實用技能學程,美容造型群,727,3,3,7,0,0,1,29,9,60,1,1,0,48,4,6,0,1,22,139,45.9422283356259,0.412654745529574,0.412654745529574,0.962861072902338,0,0,0.137551581843191,3.98899587345254,1.23796423658872,8.25309491059147,0.137551581843191,0.137551581843191,0,6.60247592847318,0.550206327372765,0.825309491059147,0,0.137551581843191,3.02613480055021,19.1196698762036
109,私立,進修部,學術群,127,6,4,1,0,0,12,8,0,0,0,0,0,0,0,2,0,0,0,0,25.9842519685039,4.7244094488189,3.1496062992126,0.78740157480315,0,0,9.44881889763779,6.2992125984252,0,0,0,0,0,0,0,1.5748031496063,0,0,0,0
109,私立,進修部,機械群,59,0,0,15,0,0,3,3,2,2,0,0,0,4,0,5,0,0,3,0,62.7118644067797,0,0,25.4237288135593,0,0,5.08474576271187,5.08474576271187,3.38983050847458,3.38983050847458,0,0,0,6.77966101694915,0,8.47457627118644,0,0,5.08474576271187,0
109,私立,進修部,動力機械群,350,5,0,48,1,0,17,27,34,33,0,0,0,30,8,2,0,0,7,31,69.4285714285714,1.42857142857143,0,13.7142857142857,0.285714285714286,0,4.85714285714286,7.71428571428571,9.71428571428571,9.42857142857143,0,0,0,8.57142857142857,2.28571428571429,0.571428571428571,0,0,2,8.85714285714286
109,私立,進修部,電機與電子群,190,2,1,24,1,0,17,9,12,21,0,2,2,4,8,0,1,0,3,19,66.3157894736842,1.05263157894737,0.526315789473684,12.6315789473684,0.526315789473684,0,8.94736842105263,4.73684210526316,6.31578947368421,11.0526315789474,0,1.05263157894737,1.05263157894737,2.10526315789474,4.21052631578947,0,0.526315789473684,0,1.57894736842105,10
109,私立,進修部,商業與管理群,1123,9,7,79,9,1,27,73,56,94,13,18,12,27,67,10,7,4,47,99,58.6821015138023,0.801424755120214,0.6233303650935,7.03472840605521,0.801424755120214,0.0890471950133571,2.40427426536064,6.50044523597507,4.986642920748,8.37043633125557,1.15761353517364,1.60284951024043,1.06856634016029,2.40427426536064,5.96616206589492,0.890471950133571,0.6233303650935,0.356188780053428,4.18521816562778,8.81567230632235
109,私立,進修部,外語群,133,1,0,5,1,0,2,9,1,11,0,0,2,0,5,0,0,1,5,15,43.609022556391,0.75187969924812,0,3.7593984962406,0.75187969924812,0,1.50375939849624,6.76691729323308,0.75187969924812,8.27067669172932,0,0,1.50375939849624,0,3.7593984962406,0,0,0.75187969924812,3.7593984962406,11.2781954887218
109,私立,進修部,設計群,282,0,0,12,0,1,10,13,11,19,7,8,6,6,6,3,2,7,6,28,51.4184397163121,0,0,4.25531914893617,0,0.354609929078014,3.54609929078014,4.60992907801418,3.90070921985816,6.73758865248227,2.4822695035461,2.83687943262411,2.12765957446809,2.12765957446809,2.12765957446809,1.06382978723404,0.709219858156028,2.4822695035461,2.12765957446809,9.9290780141844
109,私立,進修部,家政群,766,2,0,7,1,0,3,23,11,47,0,1,0,73,35,0,0,1,92,123,54.6997389033943,0.261096605744125,0,0.913838120104439,0.130548302872063,0,0.391644908616188,3.00261096605744,1.43603133159269,6.13577023498695,0,0.130548302872063,0,9.53002610966058,4.56919060052219,0,0,0.130548302872063,12.0104438642298,16.0574412532637
109,私立,進修部,餐旅群,2529,38,4,162,7,1,79,163,106,493,17,20,19,30,80,44,9,22,106,206,63.5033610122578,1.50257018584421,0.158165282720443,6.40569395017794,0.276789244760775,0.0395413206801107,3.12376433372875,6.44523527085805,4.19137999209174,19.4938710952946,0.672202451561882,0.790826413602214,0.751285092922104,1.18623962040332,3.16330565440886,1.73981810992487,0.355871886120996,0.869909054962436,4.19137999209174,8.14551206010281
109,私立,進修部,藝術群,104,1,0,4,1,1,4,14,8,7,2,1,1,6,1,0,0,0,7,2,57.6923076923077,0.961538461538462,0,3.84615384615385,0.961538461538462,0.961538461538462,3.84615384615385,13.4615384615385,7.69230769230769,6.73076923076923,1.92307692307692,0.961538461538462,0.961538461538462,5.76923076923077,0.961538461538462,0,0,0,6.73076923076923,1.92307692307692
